Tahun,Upah,Upah Minimum Provinsi,Garis Kemiskinan,Pengeluaran,Label,Jenis,Provinsi,Daerah,Periode
2020,2097660.862969543,21924.85648540596,327021.0,535136.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,September
2020,2097660.862969543,21924.85648540596,328710.0,535136.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2020,2097660.862969543,21924.85648540596,131854.0,637679.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan,September
2020,2097660.862969543,21924.85648540596,132409.0,637679.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan,Maret
2020,2097660.862969543,21924.85648540596,100198.00000000003,397041.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Perkotaan,September
2020,2097660.862969543,21924.85648540596,100455.0,397041.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Perkotaan,Maret
2020,2097660.862969543,21924.85648540596,112021.0,486893.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,September
2020,2097660.862969543,21924.85648540596,112549.0,486893.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2020,2097660.862969543,21924.85648540596,469551.0,1222262.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan,September
2020,2097660.862969543,21924.85648540596,470800.0,1222262.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan,Maret
2020,2097660.862969543,21924.85648540596,421650.0,902712.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Perkotaan,September
2020,2097660.862969543,21924.85648540596,424369.0,902712.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Perkotaan,Maret
2020,2097660.862969543,21924.85648540596,439042.0,1022030.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan & Perkotaan,September
2020,2097660.862969543,21924.85648540596,441259.0,1022030.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2021,2208170.336117591,21924.85648540596,350163.0,611880.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan,September
2021,2208170.336117591,21924.85648540596,354236.0,611880.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan,Maret
2021,2208170.336117591,21924.85648540596,335549.0,559309.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Perkotaan,September
2021,2208170.336117591,21924.85648540596,337702.0,559309.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Perkotaan,Maret
2021,2208170.336117591,21924.85648540596,340567.0,579031.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,September
2021,2208170.336117591,21924.85648540596,343549.0,579031.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2021,2208170.336117591,21924.85648540596,135276.0,670505.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan,September
2021,2208170.336117591,21924.85648540596,137422.0,670505.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan,Maret
2021,2208170.336117591,21924.85648540596,105866.0,425439.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Perkotaan,September
2021,2208170.336117591,21924.85648540596,108975.0,425439.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Perkotaan,Maret
2021,2208170.336117591,21924.85648540596,116888.0,517375.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,September
2021,2208170.336117591,21924.85648540596,119702.0,517375.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2021,2208170.336117591,21924.85648540596,485439.0,1282386.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan,September
2021,2208170.336117591,21924.85648540596,491658.0,1282386.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan,Maret
2021,2208170.336117591,21924.85648540596,441415.0,984749.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Perkotaan,September
2021,2208170.336117591,21924.85648540596,446678.0,984749.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Perkotaan,Maret
2021,2208170.336117591,21924.85648540596,457455.0,1096407.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan & Perkotaan,September
2021,2208170.336117591,21924.85648540596,463251.0,1096407.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2022,2222656.5966426157,22659.357634382195,374346.0,674968.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan,September
2022,2222656.5966426157,22659.357634382195,400354.0,674968.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan,Maret
2022,2222656.5966426157,22659.357634382195,353000.0,587945.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Perkotaan,September
2022,2222656.5966426157,22659.357634382195,368981.0,587945.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Perkotaan,Maret
2022,2222656.5966426157,22659.357634382195,360600.0,620732.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,September
2022,2222656.5966426157,22659.357634382195,379882.0,620732.0,Ekonomi Maju,Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2022,2222656.5966426157,22659.357634382195,141579.0,685547.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan,September
2022,2222656.5966426157,22659.357634382195,148101.0,685547.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan,Maret
2022,2222656.5966426157,22659.357634382195,114139.0,432887.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Perkotaan,September
2022,2222656.5966426157,22659.357634382195,124900.99999999997,432887.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Perkotaan,Maret
2022,2222656.5966426157,22659.357634382195,124469.0,528080.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,September
2022,2222656.5966426157,22659.357634382195,133642.0,528080.0,Ekonomi Maju,Non-Makanan,SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2022,2222656.5966426157,22659.357634382195,515925.0,1360515.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan,September
2022,2222656.5966426157,22659.357634382195,548455.0,1360515.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan,Maret
2022,2222656.5966426157,22659.357634382195,467139.0,1020833.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Perkotaan,September
2022,2222656.5966426157,22659.357634382195,493882.0,1020833.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Perkotaan,Maret
2022,2222656.5966426157,22659.357634382195,485069.0,1148812.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan & Perkotaan,September
2022,2222656.5966426157,22659.357634382195,513524.0,1148812.0,Ekonomi Maju,Gabungan (Total),SUMATERA SELATAN,Pedesaan & Perkotaan,Maret
2015,1741574.7828258327,10740.006211582775,288387.0,434462.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,September
2015,1741574.7828258327,10740.006211582775,313872.0,434462.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,Maret
2015,1741574.7828258327,10740.006211582775,303059.0,403723.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,September
2015,1741574.7828258327,10740.006211582775,329667.0,403723.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,Maret
2015,1741574.7828258327,10740.006211582775,298505.0,413263.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2015,1741574.7828258327,10740.006211582775,324764.0,413263.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2015,1741574.7828258327,10740.006211582775,109102.0,555949.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,September
2015,1741574.7828258327,10740.006211582775,111770.0,555949.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,Maret
2015,1741574.7828258327,10740.006211582775,69112.0,326656.00000000006,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,September
2015,1741574.7828258327,10740.006211582775,74513.0,326656.00000000006,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,Maret
2015,1741574.7828258327,10740.006211582775,81523.0,397815.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2015,1741574.7828258327,10740.006211582775,86076.0,397815.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2015,1741574.7828258327,10740.006211582775,397489.0,990410.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,September
2015,1741574.7828258327,10740.006211582775,425642.0,990410.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,Maret
2015,1741574.7828258327,10740.006211582775,372171.0,730379.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,September
2015,1741574.7828258327,10740.006211582775,404179.0,730379.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,Maret
2015,1741574.7828258327,10740.006211582775,380028.0,811077.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2015,1741574.7828258327,10740.006211582775,410840.0,811077.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2016,1876779.8810593996,11501.072187232898,315710.0,501705.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,September
2016,1876779.8810593996,11501.072187232898,335957.0,501705.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,Maret
2016,1876779.8810593996,11501.072187232898,333753.0,422178.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,September
2016,1876779.8810593996,11501.072187232898,335624.0,422178.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,Maret
2016,1876779.8810593996,11501.072187232898,324851.0,447384.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2016,1876779.8810593996,11501.072187232898,335717.0,447384.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2016,1876779.8810593996,11501.072187232898,114862.0,695404.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,September
2016,1876779.8810593996,11501.072187232898,122477.99999999997,695404.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,Maret
2016,1876779.8810593996,11501.072187232898,76109.99999999997,332335.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,September
2016,1876779.8810593996,11501.072187232898,91690.00000000003,332335.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,Maret
2016,1876779.8810593996,11501.072187232898,91576.0,447410.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2016,1876779.8810593996,11501.072187232898,101468.0,447410.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2016,1876779.8810593996,11501.072187232898,430572.0,1197110.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,September
2016,1876779.8810593996,11501.072187232898,458435.0,1197110.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,Maret
2016,1876779.8810593996,11501.072187232898,409863.0,754513.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,September
2016,1876779.8810593996,11501.072187232898,427315.0,754513.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,Maret
2016,1876779.8810593996,11501.072187232898,416427.0,894794.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2016,1876779.8810593996,11501.072187232898,437185.0,894794.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2017,1951280.6494738138,12460.82712025941,350441.0,546294.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,September
2017,1951280.6494738138,12460.82712025941,361375.0,546294.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,Maret
2017,1951280.6494738138,12460.82712025941,341275.0,512495.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,September
2017,1951280.6494738138,12460.82712025941,352385.0,512495.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,Maret
2017,1951280.6494738138,12460.82712025941,343868.0,523328.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2017,1951280.6494738138,12460.82712025941,355033.0,523328.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2017,1951280.6494738138,12460.82712025941,127360.0,715282.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,September
2017,1951280.6494738138,12460.82712025941,129101.0,715282.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,Maret
2017,1951280.6494738138,12460.82712025941,97067.00000000003,350739.99999999994,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,September
2017,1951280.6494738138,12460.82712025941,97472.0,350739.99999999994,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,Maret
2017,1951280.6494738138,12460.82712025941,106779.00000000003,467579.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2017,1951280.6494738138,12460.82712025941,107735.0,467579.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2017,1951280.6494738138,12460.82712025941,477801.0,1261577.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,September
2017,1951280.6494738138,12460.82712025941,490475.0,1261577.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,Maret
2017,1951280.6494738138,12460.82712025941,438342.0,863236.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,September
2017,1951280.6494738138,12460.82712025941,449857.0,863236.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,Maret
2017,1951280.6494738138,12460.82712025941,450647.0,990908.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2017,1951280.6494738138,12460.82712025941,462768.0,990908.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2018,1998464.4694696097,13557.697149108526,380731.0,599850.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,September
2018,1998464.4694696097,13557.697149108526,388650.0,599850.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan,Maret
2018,1998464.4694696097,13557.697149108526,356600.0,524132.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,September
2018,1998464.4694696097,13557.697149108526,356972.0,524132.0,Ekonomi Berkembang,Makanan,BENGKULU,Perkotaan,Maret
2018,1998464.4694696097,13557.697149108526,363700.0,548879.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2018,1998464.4694696097,13557.697149108526,366889.0,548879.0,Ekonomi Berkembang,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2018,1998464.4694696097,13557.697149108526,136223.0,812762.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,September
2018,1998464.4694696097,13557.697149108526,142003.0,812762.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan,Maret
2018,1998464.4694696097,13557.697149108526,108824.00000000003,435647.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,September
2018,1998464.4694696097,13557.697149108526,117036.99999999997,435647.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Perkotaan,Maret
2018,1998464.4694696097,13557.697149108526,117725.00000000003,558899.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2018,1998464.4694696097,13557.697149108526,125225.00000000003,558899.0,Ekonomi Berkembang,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2018,1998464.4694696097,13557.697149108526,516954.0,1412613.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,September
2018,1998464.4694696097,13557.697149108526,530655.0,1412613.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan,Maret
2018,1998464.4694696097,13557.697149108526,465424.0,959780.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,September
2018,1998464.4694696097,13557.697149108526,474010.0,959780.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Perkotaan,Maret
2018,1998464.4694696097,13557.697149108526,481425.0,1107778.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2018,1998464.4694696097,13557.697149108526,492114.0,1107778.0,Ekonomi Berkembang,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2019,2020262.8424501235,14657.009837327108,393835.0,608544.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,September
2019,2020262.8424501235,14657.009837327108,422120.0,608544.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,Maret
2019,2020262.8424501235,14657.009837327108,358509.0,509743.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,September
2019,2020262.8424501235,14657.009837327108,369733.0,509743.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,Maret
2019,2020262.8424501235,14657.009837327108,369211.0,542423.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2019,2020262.8424501235,14657.009837327108,384886.0,542423.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2019,2020262.8424501235,14657.009837327108,144674.0,814178.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,September
2019,2020262.8424501235,14657.009837327108,146663.0,814178.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,Maret
2019,2020262.8424501235,14657.009837327108,123409.0,425301.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,September
2019,2020262.8424501235,14657.009837327108,129889.99999999997,425301.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,Maret
2019,2020262.8424501235,14657.009837327108,130449.0,553926.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2019,2020262.8424501235,14657.009837327108,135407.0,553926.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2019,2020262.8424501235,14657.009837327108,538508.0,1422722.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,September
2019,2020262.8424501235,14657.009837327108,568783.0,1422722.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,Maret
2019,2020262.8424501235,14657.009837327108,481918.0,935045.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,September
2019,2020262.8424501235,14657.009837327108,499623.0,935045.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,Maret
2019,2020262.8424501235,14657.009837327108,499660.0,1096349.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2019,2020262.8424501235,14657.009837327108,520293.0,1096349.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2020,2419807.7041689088,15912.38454003829,423966.0,636828.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,September
2020,2419807.7041689088,15912.38454003829,426542.0,636828.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,Maret
2020,2419807.7041689088,15912.38454003829,374440.0,542088.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,September
2020,2419807.7041689088,15912.38454003829,377325.0,542088.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,Maret
2020,2419807.7041689088,15912.38454003829,389613.0,573499.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2020,2419807.7041689088,15912.38454003829,392261.0,573499.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2020,2419807.7041689088,15912.38454003829,149257.0,855378.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,September
2020,2419807.7041689088,15912.38454003829,150379.0,855378.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,Maret
2020,2419807.7041689088,15912.38454003829,131570.0,423330.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,September
2020,2419807.7041689088,15912.38454003829,132162.0,423330.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,Maret
2020,2419807.7041689088,15912.38454003829,137419.00000000003,566575.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2020,2419807.7041689088,15912.38454003829,138121.0,566575.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2020,2419807.7041689088,15912.38454003829,573222.0,1492206.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,September
2020,2419807.7041689088,15912.38454003829,576921.0,1492206.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,Maret
2020,2419807.7041689088,15912.38454003829,506010.0,965419.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,September
2020,2419807.7041689088,15912.38454003829,509487.0,965419.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,Maret
2020,2419807.7041689088,15912.38454003829,527032.0,1140074.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2020,2419807.7041689088,15912.38454003829,530382.0,1140074.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2021,2539008.933631972,17705.542957638623,449159.0,644543.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,September
2021,2539008.933631972,17705.542957638623,462886.0,644543.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,Maret
2021,2539008.933631972,17705.542957638623,386776.0,548491.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,September
2021,2539008.933631972,17705.542957638623,405341.0,548491.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,Maret
2021,2539008.933631972,17705.542957638623,405468.0,580273.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2021,2539008.933631972,17705.542957638623,423264.0,580273.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2021,2539008.933631972,17705.542957638623,155110.0,820709.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,September
2021,2539008.933631972,17705.542957638623,161688.0,820709.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,Maret
2021,2539008.933631972,17705.542957638623,137716.0,428537.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,September
2021,2539008.933631972,17705.542957638623,142987.0,428537.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,Maret
2021,2539008.933631972,17705.542957638623,143466.0,558299.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2021,2539008.933631972,17705.542957638623,149191.0,558299.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2021,2539008.933631972,17705.542957638623,604269.0,1465253.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,September
2021,2539008.933631972,17705.542957638623,624573.0,1465253.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,Maret
2021,2539008.933631972,17705.542957638623,524492.0,977029.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,September
2021,2539008.933631972,17705.542957638623,548327.0,977029.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,Maret
2021,2539008.933631972,17705.542957638623,548934.0,1138572.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2021,2539008.933631972,17705.542957638623,572455.0,1138572.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2022,2294811.970495836,16089.894118549448,480128.0,688085.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,September
2022,2294811.970495836,16089.894118549448,508068.0,688085.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan,Maret
2022,2294811.970495836,16089.894118549448,416744.0,595345.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,September
2022,2294811.970495836,16089.894118549448,437286.0,595345.0,Ekonomi Maju,Makanan,BENGKULU,Perkotaan,Maret
2022,2294811.970495836,16089.894118549448,435393.0,626208.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,September
2022,2294811.970495836,16089.894118549448,457885.0,626208.0,Ekonomi Maju,Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2022,2294811.970495836,16089.894118549448,167708.0,795497.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,September
2022,2294811.970495836,16089.894118549448,178155.0,795497.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan,Maret
2022,2294811.970495836,16089.894118549448,149208.0,457934.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,September
2022,2294811.970495836,16089.894118549448,162687.0,457934.0,Ekonomi Maju,Non-Makanan,BENGKULU,Perkotaan,Maret
2022,2294811.970495836,16089.894118549448,155362.0,570274.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,September
2022,2294811.970495836,16089.894118549448,167767.0,570274.0,Ekonomi Maju,Non-Makanan,BENGKULU,Pedesaan & Perkotaan,Maret
2022,2294811.970495836,16089.894118549448,647836.0,1483583.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,September
2022,2294811.970495836,16089.894118549448,686223.0,1483583.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan,Maret
2022,2294811.970495836,16089.894118549448,565952.0,1053280.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,September
2022,2294811.970495836,16089.894118549448,599973.0,1053280.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Perkotaan,Maret
2022,2294811.970495836,16089.894118549448,590755.0,1196483.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,September
2022,2294811.970495836,16089.894118549448,625652.0,1196483.0,Ekonomi Maju,Gabungan (Total),BENGKULU,Pedesaan & Perkotaan,Maret
2015,1412253.7935569307,11327.11424994144,260892.0,447587.0,Ekonomi Berkembang,Makanan,LAMPUNG,Pedesaan,September
2015,1412253.7935569307,11327.11424994144,274255.0,447587.0,Ekonomi Berkembang,Makanan,LAMPUNG,Pedesaan,Maret
2015,1412253.7935569307,11327.11424994144,251365.0,359111.0,Ekonomi Berkembang,Makanan,LAMPUNG,Perkotaan,September
2015,1412253.7935569307,11327.11424994144,264450.0,359111.0,Ekonomi Berkembang,Makanan,LAMPUNG,Perkotaan,Maret
2015,1412253.7935569307,11327.11424994144,253869.0,382368.0,Ekonomi Berkembang,Makanan,LAMPUNG,Pedesaan & Perkotaan,September
2015,1412253.7935569307,11327.11424994144,267028.0,382368.0,Ekonomi Berkembang,Makanan,LAMPUNG,Pedesaan & Perkotaan,Maret
2015,1412253.7935569307,11327.11424994144,109948.0,538560.0,Ekonomi Berkembang,Non-Makanan,LAMPUNG,Pedesaan,September
2015,1412253.7935569307,11327.11424994144,112473.0,538560.0,Ekonomi Berkembang,Non-Makanan,LAMPUNG,Pedesaan,Maret
